Database,Acc_number,Suffix,MMC_ID,Name,Restrand_Occurrence_num,Age_Class,Sex,Common_Name,Genus,Species,Strand_Date,Stranding_County,Stranding_City,Stranding_Locality,Stranding_Details,Latitude,Longitude,Admit_Date,Admit_Weight_kg,Admit_Length_cm,Disposition_Date,Disposition,Dispo_Weight_kg,Dispo_Length_cm,CODeath_List,Diagnosis_List
Lloyd,3742,,CSL-3742,Chaos,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,Monterey,Monterey,Del Monte Beach,,36.6080,-121.8700,05/23/1998,90.5,162,05/31/1998,euthanasia,83.6,175,"Euthanasia; seizures, toxicosis due to domoic acid.",
Lloyd,3743,,CSL-3743,DOA,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,Monterey,Marina,Marina State Beach,,36.7050,-121.8130,05/23/1998,98,149,05/23/1998,DOA,98,149,Toxicosis-await histology.,
Lloyd,3744,,CSL-3744,Reid,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,Monterey,Marina,Marina Beach,,,,05/23/1998,80,152,05/23/1998,died in treatment,80,152,Toxicosis,
Lloyd,3745,,CSL-3745,Thieran,,Subadult,Male,California Sea Lion,Zalophus,californianus,05/22/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/22/1998,37,132,06/13/1998,died in treatment,39,123,"toxemia, pneumonia, abscess, malnutrition",bad location
Lloyd,3746,,CSL-3746,Finnegan,,Adult,Female,California Sea Lion,Zalophus,californianus,05/22/1998,San Luis Obispo,Grover Beach,Oceano Dunes Vehicular Recreation Area,Grand Ave,35.1210,-120.6350,05/22/1998,85,145,06/01/1998,euthanasia,83,172,"euthanasia, domoic acid toxicity (acute)","pregnant, bad location, domoic acid toxicity (acute)"
Lloyd,3747,,CSL-3747,Fiona 2,,Adult,Female,California Sea Lion,Zalophus,californianus,05/22/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/22/1998,100.5,166,06/02/1998,euthanasia,100.5,176,Euthanasia. Toxicosis due to demoic acid. Uterine rupture. Pentonitis.,bad location
Lloyd,3748,,CSL-3748,Sixteen,,Adult,Female,California Sea Lion,Zalophus,californianus,05/22/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/22/1998,98,160,05/23/1998,died in treatment,98,160,Toxicosis due to domoic acid.,bad location
Lloyd,3749,,CSL-3749,Seventeen (Shamus),,Adult,Female,California Sea Lion,Zalophus,californianus,05/22/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,35.1000,-120.6370,05/22/1998,103,156,05/24/1998,died in treatment,107,156,"toxicosis, seizures",bad location
Lloyd,3752,,CSL-3752,Pistachio,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/23/1998,65,150,06/25/1998,released,53,182,,bad location
Lloyd,3753,,CSL-3753,Cashew,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/23/1998,36.5,121,06/14/1998,released,38,135,,bad location
Lloyd,3754,,CSL-3754,Pecan,,Subadult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/23/1998,52,140,06/25/1998,released,60.5,151,,bad location
Lloyd,3755,,CSL-3755,Macadamia,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/23/1998,36,132,07/22/1998,released,44.5,131,,bad location
Lloyd,3757,,CSL-3757,Twenty six,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/23/1998,90,153,05/23/1998,died in treatment,90,153,Toxicosis.,bad location
Lloyd,3758,,CSL-3758,Twenty Three,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Morro Bay,Shell Beach,,35.1510,-120.6810,05/23/1998,84,160,05/23/1998,DOA,84,160,"toxicosis, seizures",
Lloyd,3760,,CSL-3760,Oatmeal,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/24/1998,108,174,06/02/1998,euthanasia,97,178,"euthanasia, domoic acid toxicity",bad location
Lloyd,3765,,CSL-3765,DOA,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,Monterey,Monterey,Fisherman's Wharf,,36.6080,-121.8880,05/24/1998,90,154,05/24/1998,DOA,90,154,Toxicosis due to domoic acid. Seizures.,
Lloyd,3767,,CSL-3767,Newton,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,Monterey,Monterey,Monterey State Beach,,36.6220,-121.8520,05/24/1998,32.7,119,08/17/1998,released,45,118,,
Lloyd,3768,,CSL-3768,Toddy (restrand),Restrand,Juvenile,Male,California Sea Lion,Zalophus,californianus,06/27/1998,Marin,Point Reyes,Drake's Beach,,38.0134,-122.9220,06/27/1998,51.5,152,11/25/1998,euthanasia,76,152,"euthanasia, domoic acid toxicity (chronic)",
Lloyd,3768,,CSL-3768,Toddy,,Juvenile,Male,California Sea Lion,Zalophus,californianus,05/24/1998,Monterey,Sand City,Monterey State Beach,,36.6220,-121.8520,05/24/1998,48,150,06/20/1998,released,50,146,,
Lloyd,3769,,CSL-3769,Pascal,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,Santa Cruz,Watsonville,Pajaro Dunes,,36.8600,-121.8250,05/24/1998,90.9,153,08/02/1998,released,84,180,,
Lloyd,3770,,CSL-3770,Joule,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,Monterey,Monterey,Del Monte Beach, (near Del Monte beach condos),36.6080,-121.8700,05/24/1998,105,170,06/04/1998,euthanasia,118,187,Euthanasia. Uterine torsion. Toxicosis due to domoic acid. Seizures.,
Lloyd,3775,,CSL-3775,Skipper,,Subadult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.0470,-120.6290,05/24/1998,27,111,06/20/1998,released,30.5,112,,bad location
Lloyd,3776,,CSL-3776,Professor,,Subadult,Male,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,Pier Ave,35.1040,-120.6310,05/23/1998,80.5,160,06/22/1998,released,67.5,162,,"bad location, domoic acid toxicity (acute)"
Lloyd,3777,,CSL-3777,Howell,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,San Luis Obispo,Pismo Beach,Oso Flaco Lake Natural Area,,35.0310,-120.6410,05/24/1998,69.5,162,06/25/1998,released,58,142,,
Lloyd,3780,,CSL-3780,DIT,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,Santa Cruz,Watsonville,Sunset State Beach,Pajaro Dunes,36.8630,-121.8270,05/24/1998,63,143,05/24/1998,died in treatment,63,143,Toxicosis due to domoic acid.,
Lloyd,3783,,CSL-3783,Thirty Two,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,05/23/1998,80,151,05/24/1998,died in treatment,80,151,toxicosis due to domoic acid,bad location
Lloyd,3790,,CSL-3790,Bob,,Yearling,Female,California Sea Lion,Zalophus,californianus,05/25/1998,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,post 4,35.0740,-120.6360,05/26/1998,25,123,06/22/1998,released,30,128,,bad location
Lloyd,3791,,CSL-3791,Neville,,Adult,Female,California Sea Lion,Zalophus,californianus,05/24/1998,San Luis Obispo,Avila Beach,Port Harford Pier,,35.1029,-120.4517,05/24/1998,88,172,06/02/1998,euthanasia,88,172,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,3792,,CSL-3792,Tara,,Juvenile,Male,California Sea Lion,Zalophus,californianus,05/24/1998,San Luis Obispo,Pismo Beach,Pismo Beach,,35.1340,-120.6460,05/24/1998,41,142,06/14/1998,released,40,129,,
Lloyd,3793,,CSL-3793,Roller,,Adult,Female,California Sea Lion,Zalophus,californianus,05/25/1998,Santa Cruz,Watsonville,Pajaro Dunes,,36.8600,-121.8250,05/25/1998,90,,06/04/1998,euthanasia,73,168,Euthanasia. Repeated seizures (Toxicosis due to domoic acid).,
Lloyd,3794,,CSL-3794,Muddy,,Adult,Female,California Sea Lion,Zalophus,californianus,05/25/1998,Monterey,Moss Landing,Moss Landing State Beach,,36.8130,-121.7960,05/25/1998,99.4,165,05/31/1998,died in treatment,100,165,"domoic acid toxicity (acute), open-awaiting histology","pregnant, domoic acid toxicity (acute)"
Lloyd,3795,,CSL-3795,Mellow,,Subadult,Male,California Sea Lion,Zalophus,californianus,05/24/1998,Santa Cruz,Watsonville,Pajaro Dunes,,36.8600,-121.8250,05/25/1998,100.9,205,06/22/1998,released,106,205,,
Lloyd,3796,,CSL-3796,Kristen,,Adult,Female,California Sea Lion,Zalophus,californianus,05/23/1998,San Luis Obispo,Pismo Beach,Pismo Pier,,35.1380,-120.6490,05/23/1998,105,166,06/01/1998,died in treatment,105,176,Toxicosis due to domoic acid,
Lloyd,3800,,CSL-3800,Lady Bug,,Adult,Female,California Sea Lion,Zalophus,californianus,05/26/1998,Monterey,Moss Landing,PG&E,,36.8010,-121.7930,05/26/1998,84.5,168,05/27/1998,euthanasia,86,168,"euthanasia, domoic acid toxicity (acute), open-awaiting histology",domoic acid toxicity (acute)
Lloyd,3801,,CSL-3801,Whisper,,Adult,Female,California Sea Lion,Zalophus,californianus,05/25/1998,San Luis Obispo,Pismo Beach,Shell Beach (Ocean Park),,35.1500,-120.6760,05/25/1998,81,151,05/31/1998,euthanasia,83,164,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,3802,,CSL-3802,No Name,,Adult,Female,California Sea Lion,Zalophus,californianus,05/26/1998,Monterey,Moss Landing,Monterey Dunes Colony,,36.7660,-121.8100,05/26/1998,57,162,06/27/1998,euthanasia,57,162,"Unknown, possible Domoic Acid Toxicosis.",
Lloyd,3803,,CSL-3803,Ouch,,Adult,Female,California Sea Lion,Zalophus,californianus,05/25/1998,Monterey,Pacific Grove,Just S. of Lover's Point.,,36.6300,-121.9120,05/25/1998,59,154,05/27/1998,euthanasia,59,154,Euthanasia. Prolapse and necrosis of uterus.,
Lloyd,3804,,CSL-3804,Kitty,,Adult,Female,California Sea Lion,Zalophus,californianus,05/26/1998,Monterey,Moss Landing,PG&E,,36.8010,-121.7930,05/26/1998,74.5,160,06/03/1998,euthanasia,62.5,170,"euthanasia, domoic acid toxicity (acute)",domoic acid toxicity (acute)
Lloyd,3806,,CSL-3806,Flower,,Adult,Female,California Sea Lion,Zalophus,californianus,05/27/1998,Monterey,Monterey,Monterey Bay Colony,,36.7620,-121.8110,05/27/1998,90.5,158,06/01/1998,euthanasia,85,172,Euthanasia.Toxicosis due to domoic acid. Stillborn fetus.,
Lloyd,3807,,CSL-3807,Opal,,Adult,Female,California Sea Lion,Zalophus,californianus,05/27/1998,Santa Cruz,Aptos,Hidden Beach,,36.9510,-121.9020,05/27/1998,87,156,05/27/1998,died in treatment,87,156,domoic acid toxicity (developmental),
Lloyd,3812,,CSL-3812,Esperanza,,Adult,Female,California Sea Lion,Zalophus,californianus,05/28/1998,Santa Cruz,Live Oak,Twin Lakes State Beach,Lincoln Beach,36.9520,-121.9970,05/28/1998,73.6,148,11/05/1998,released,108.5,183,,
Lloyd,3815,,CSL-3815,Mahjong,,Adult,Female,California Sea Lion,Zalophus,californianus,05/28/1998,Santa Cruz,Santa Cruz,Santa Cruz Wharf,,36.9530,-122.0130,05/28/1998,90.9,179,11/05/1998,released,116,173,,
Lloyd,3822,,CSL-3822,Salace,,Adult,Female,California Sea Lion,Zalophus,californianus,05/27/1998,Monterey,Moss Landing,Salinas River State Beach,,36.7780,-121.8040,05/29/1998,77.5,148,11/05/1998,released,96,165,,
Lloyd,3823,,CSL-3823,Wet Lily,,Adult,Female,California Sea Lion,Zalophus,californianus,05/29/1998,Santa Cruz,Capitola,La Selva Beach,,36.9050,-121.8540,05/29/1998,77,150,06/25/1998,died in treatment,62,168,Septicemia. Toxicosis-domoic acid. Gunshot to shoulder.,gunshot
Lloyd,3824,,CSL-3824,Sady,,Adult,Female,California Sea Lion,Zalophus,californianus,05/29/1998,Santa Cruz,Santa Cruz,Cocran Lagoon (20th and East Cliff),,36.9490,-121.9820,05/29/1998,82,152,06/03/1998,euthanasia,63.5,171,Euthanasia. Seizures / chronic. Toxicosis due to domoic acid.,
Lloyd,3835,,CSL-3835,Punchy,,Adult,Female,California Sea Lion,Zalophus,californianus,05/29/1998,San Luis Obispo,Grover City,Grand Avenue,,35.0720,-120.3807,05/29/1998,82,156,07/22/1998,released,85.5,179,,
Lloyd,3906,,CSL-3906,Zeta,,Yearling,Female,California Sea Lion,Zalophus,californianus,06/09/1998,San Luis Obispo,Morro Bay,,PG&E water outlet.,35.2212,-120.5123,06/09/1998,13.5,99,06/29/1998,euthanasia,15,89,Body sent to UCD.,
Lloyd,3931,,CSL-3931,Whitelight,,Subadult,Male,California Sea Lion,Zalophus,californianus,06/14/1998,San Mateo,Half Moon Bay,Dunes Beach,,37.4820,-122.4610,06/14/1998,42.5,133,06/14/1998,euthanasia,42.5,133,Toxicosis. Seizures.,
Lloyd,3950,,CSL-3950,Athena,,Adult,Female,California Sea Lion,Zalophus,californianus,06/15/1998,Monterey,Pacific Grove,Asilomar State Beach,,36.6240,-121.9440,06/16/1998,50.5,165,06/20/1998,died in treatment,50,166,Toxicosis; suspect domoic acid.,
Lloyd,3969,,CSL-3969,Digger,,Yearling,Female,California Sea Lion,Zalophus,californianus,06/19/1998,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 3,35.0800,-120.6290,06/19/1998,33,121,06/19/1998,died in treatment,33,121,Toxicosis; suspect Domoic Acid.,bad location
Lloyd,4024,,CSL-4024,Firecracker,,Adult,Female,California Sea Lion,Zalophus,californianus,07/02/1998,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.0580,-120.6290,07/02/1998,79,174,07/12/1998,euthanasia,79.1,172,Euthanasia. Seizures. Toxicosis-suspect demoic acid.,bad location
Lloyd,4127,,CSL-4127,Chocolate,,Yearling,Female,California Sea Lion,Zalophus,californianus,08/08/1998,Sonoma,Bodega Bay,Duncan's Cove,,38.3892,-123.0898,08/08/1998,44,138,08/16/1998,euthanasia,44,138,Euthanasia. Seizures-suspect domoic acid poisoning.,
Lloyd,4157,,CSL-4157,Sherwood,,Adult,Female,California Sea Lion,Zalophus,californianus,08/23/1998,San Luis Obispo,Cambria,,Sherwood St.,35.3240,-121.0543,08/23/1998,80,187,08/30/1998,died in treatment,80,149,Toxicosis - domoic acid.,
Lloyd,4202,,CSL-4202,Andrew,,Juvenile,Male,California Sea Lion,Zalophus,californianus,10/03/1998,Santa Cruz,Seascape,Seascape State Beach,,36.9420,-121.8920,10/03/1998,36.4,120,10/23/1998,released,47.5,132,,
Lloyd,4208,,CSL-4208,Tasselhoff,,Adult,Female,California Sea Lion,Zalophus,californianus,10/09/1998,Santa Cruz,La Selva,Manresa State Beach,,36.9120,-121.8600,10/09/1998,84.5,167,11/05/1998,released,98,163,,
Lloyd,4210,,CSL-4210,Gill,,Adult,Female,California Sea Lion,Zalophus,californianus,10/10/1998,Monterey,Marina,Marina State Beach,,36.7050,-121.8130,10/10/1998,95,160,10/11/1998,died in treatment,95,160,domoic acid toxicity (chronic),
Lloyd,4211,,CSL-4211,Cobalt Symphony,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/1998,Monterey,Seaside,Seaside State Beach,,36.6220,-121.8520,10/11/1998,76.5,165,11/13/1998,released,90.5,165,,
Lloyd,4214,,CSL-4214,Mossy,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/1998,Monterey,Moss Landing,Mahoney's Restaurant,,,,10/11/1998,77.5,148,10/15/1998,died in treatment,77.5,155,domoic acid toxicity (chronic),
Lloyd,4215,,CSL-4215,Kim,,Adult,Female,California Sea Lion,Zalophus,californianus,10/11/1998,Monterey,Carmel,Point Lobos State Reserve,,36.5220,-121.9550,10/12/1998,83,148,11/24/1998,released,86.5,192,,
Lloyd,4217,,CSL-4217,Rubutt,,Adult,Male,California Sea Lion,Zalophus,californianus,10/15/1998,Monterey,Pebble Beach,Cypress Point (Otter Cove),,36.5830,-121.9820,10/15/1998,168.5,233,10/18/1998,euthanasia,168,233,"euthanasia, sharkbite",
Lloyd,4218,,CSL-4218,Erica,,Adult,Female,California Sea Lion,Zalophus,californianus,10/15/1998,Monterey,Marina,Marina State Beach,,36.7050,-121.8130,10/16/1998,66.5,153,10/20/1998,died in treatment,66,153,"domoic acid toxicity (chronic), trauma",
Lloyd,4244,,CSL-4244,Stany,,Yearling,Male,California Sea Lion,Zalophus,californianus,02/01/1999,Santa Cruz,Aptos,Rio del Mar Beach,,36.9570,-121.9100,02/02/1999,10,105,03/18/1999,released,24,105,,
Lloyd,4277,,CSL-4277,Ripper (restrand),Restrand,Adult,Female,California Sea Lion,Zalophus,californianus,07/22/1999,Marin,Stinson Beach,Seadrift Beach,,37.9001,-122.6635,07/25/1999,90,160,09/20/1999,released,98.5,160,,
Lloyd,4277,,CSL-4277,Ripper,,Adult,Female,California Sea Lion,Zalophus,californianus,06/24/1999,San Luis Obispo,Pismo Beach,,,,,06/24/1999,86.5,151,06/26/1999,released,86,151,,
Lloyd,4285,,CSL-4285,Lalucia (restrand),Restrand,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/26/2002,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 5.5,35.0670,-120.6280,07/26/2002,87,162,08/14/2002,released,99.5,162,,"domoic acid toxicity (acute), bad location"
Lloyd,4285,,CSL-4285,Lalucia,,Juvenile,Male,California Sea Lion,Zalophus,californianus,07/07/1999,Marin,Stinson Beach,Red Rock Beach,,37.8870,-122.6354,07/08/1999,27,144,07/30/1999,released,34,133,,domoic acid toxicity (acute)
Lloyd,4325,,CSL-4325,Irish,,Adult,Female,California Sea Lion,Zalophus,californianus,09/13/1999,San Luis Obispo,Morro Bay,Morro Strand State Beach (South),,35.3870,-120.8710,09/13/1999,73,,10/17/1999,released,77.5,163,,
Lloyd,4326,,CSL-4326,Sophie,,Adult,Female,California Sea Lion,Zalophus,californianus,09/13/1999,San Luis Obispo,Cayucos,Morro Strand State Beach (North),,35.4240,-120.8870,09/13/1999,103,180,10/17/1999,released,99.5,170,,
Lloyd,4327,,CSL-4327,Shane,,Adult,Female,California Sea Lion,Zalophus,californianus,09/13/1999,San Luis Obispo,Pismo Beach,Pismo State Beach,the surfline at Pismo Creek,35.1300,-120.6440,09/13/1999,80,168,10/17/1999,released,78,166,,
Lloyd,4340,,CSL-4340,Anniversary,,Adult,Female,California Sea Lion,Zalophus,californianus,09/25/1999,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,,,09/25/1999,70,,11/03/1999,released,91,165,,bad location
Lloyd,4422,,CSL-4422,Apache,,Yearling,Male,California Sea Lion,Zalophus,californianus,05/15/2000,San Mateo,Half Moon Bay,Venice Beach,,37.4780,-122.4580,05/15/2000,10.5,90,06/09/2000,released,18,99,,
Lloyd,4443,,CSL-4443,Fern,,Subadult,Female,California Sea Lion,Zalophus,californianus,06/24/2000,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 7,35.0510,-120.6310,06/24/2000,54.5,124,07/15/2000,released,59.5,124,,bad location
Lloyd,4444,,CSL-4444,Nootra,,Subadult,Female,California Sea Lion,Zalophus,californianus,06/23/2000,San Luis Obispo,San Simeon,,,,,06/23/2000,62,153,08/18/2000,released,49,153,,
Lloyd,4445,,CSL-4445,Nikkon,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2000,San Luis Obispo,Oceano,Oceano Dunes Vehicular Recreation Area,,35.0330,-120.6329,06/25/2000,80,160,07/01/2000,died in treatment,80,173,domoic acid toxicity (acute),bad location
Lloyd,4446,,CSL-4446,Henryetta,,Adult,Female,California Sea Lion,Zalophus,californianus,06/24/2000,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 3,35.0800,-120.6290,06/24/2000,85,162,06/25/2000,died in treatment,85.2,162,domoic acid toxicity (acute),bad location
Lloyd,4447,,CSL-4447,Annette,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2000,San Luis Obispo,Morro Bay,Atascadero State Beach,,35.3838,-120.8650,06/25/2000,103.5,182,07/15/2000,released,110,190,,
Lloyd,4448,,CSL-4448,Quigley,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2000,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 6,35.0580,-120.6290,06/25/2000,93,143,07/15/2000,released,97,143,,bad location
Lloyd,4449,,CSL-4449,Odetta,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2000,San Luis Obispo,,Oceano Dunes Vehicular Recreation Area,Post 4,35.0470,-120.6290,06/25/2000,90.5,148,07/15/2000,released,86,148,,"domoic acid toxicity (acute), bad location"
Lloyd,4450,,CSL-4450,Haley,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2000,San Luis Obispo,Pismo Beach,Pismo State Beach,Sea crest hotel,35.1440,-120.6560,06/25/2000,77,181,06/26/2000,died in treatment,77,181,domoic acid toxicity (acute),
Lloyd,4452,,CSL-4452,Carrina,,Adult,Female,California Sea Lion,Zalophus,californianus,06/25/2000,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.2820,-120.8930,06/25/2000,102,188,08/02/2000,released,83,188,,
Lloyd,4453,,CSL-4453,Sean,,Adult,Female,California Sea Lion,Zalophus,californianus,06/26/2000,San Luis Obispo,Los Osos,Montana de Oro State Park,,35.2820,-120.8930,06/26/2000,88.5,185,07/07/2000,died in treatment,88.5,174,domoic acid toxicity (acute),
Lloyd,4454,,CSL-4454,Capucine,,Adult,Female,California Sea Lion,Zalophus,californianus,06/26/2000,San Luis Obispo,Pismo Beach,Pismo State Beach,north of pier,35.1440,-120.6560,06/26/2000,101.5,180,07/10/2000,died in treatment,101,177,domoic acid toxicity (acute),
Lloyd,4456,,CSL-4456,Serena,,Subadult,Male,California Sea Lion,Zalophus,californianus,06/27/2000,Monterey,Pacific Grove,Asilomar State Beach,,36.6240,-121.9440,06/27/2000,71,178,07/03/2000,euthanasia,75.5,177,"Euthanasia, Carcinoma, Domoic acid toxicity",
